personnel_id,week,duty_hours,consecutive_duty_days,overtime_hours,workload_score,sleep_hours,fatigue_score,stress_score,mood_score,emotional_exhaustion,attendance_score,activity_level,performance_score,social_withdrawal,behavioral_change,age,service_years,rank_level,transfer_frequency,training_hours,deployment_days,deployment_frequency,operational_exposure,leave_days,days_since_last_leave,leave_frequency,stress_risk_score,stress_risk,burnout_risk_score,burnout_risk
P3155,7,68,8,23,7.5,6.6,2.9,1.8,8.4,2.3,91.1,100.0,73.4,4.9,1.4,36,13,Intermediate,2,4.4,8,2,4,15,58,0,42.3,Moderate,38.2,Moderate
P3155,8,57,5,12,4.4,7.3,2.9,1.0,7.6,1.2,88.0,89.8,72.2,1.7,3.8,36,13,Intermediate,2,4.4,8,2,4,15,58,0,23.6,Low,23.5,Low
P3155,9,35,4,0,1.9,7.3,2.2,3.2,6.6,1.7,87.7,99.9,88.6,2.6,1.4,36,13,Intermediate,2,4.4,8,2,4,15,58,0,19.5,Low,23.2,Low
P3155,10,58,4,13,6.7,7.0,2.2,1.5,7.6,2.5,92.5,91.2,76.1,6.1,2.1,36,13,Intermediate,2,4.4,8,2,4,15,58,0,29.8,Low,33.1,Moderate
P3155,11,36,5,0,1.0,6.5,3.7,5.6,6.1,4.5,100.0,94.7,77.7,1.2,1.7,36,13,Intermediate,2,4.4,8,2,4,15,58,0,39.0,Moderate,32.3,Moderate
P3155,12,40,11,0,1.0,7.0,1.2,1.3,6.7,1.9,95.3,91.5,75.4,3.1,2.7,36,13,Intermediate,2,4.4,8,2,4,15,58,0,23.5,Low,18.0,Low
P3156,1,54,9,9,5.0,5.2,6.2,3.2,6.0,5.0,89.9,87.9,79.4,3.9,1.7,26,4,Junior,0,9.6,10,2,2,7,68,3,50.0,Moderate,49.9,Moderate
P3156,2,63,2,18,5.2,8.3,4.1,5.9,5.4,4.8,100.0,93.5,81.1,3.5,3.2,26,4,Junior,0,9.6,10,2,2,7,68,3,36.5,Moderate,32.6,Moderate
P3156,3,53,11,8,5.1,7.3,4.5,5.8,7.3,6.6,80.1,100.0,81.9,2.4,1.9,26,4,Junior,0,9.6,10,2,2,7,68,3,42.8,Moderate,47.6,Moderate
P3156,4,53,5,8,3.9,7.1,4.8,6.7,5.7,6.1,100.0,91.3,90.9,6.9,2.5,26,4,Junior,0,9.6,10,2,2,7,68,3,45.7,Moderate,41.0,Moderate
P3156,5,54,9,9,3.4,7.3,3.3,6.9,1.8,6.3,88.7,96.4,69.7,4.1,1.9,26,4,Junior,0,9.6,10,2,2,7,68,3,42.4,Moderate,36.7,Moderate
P3156,6,64,12,19,2.2,6.9,3.4,4.0,5.8,3.6,90.6,94.1,91.7,2.0,2.4,26,4,Junior,0,9.6,10,2,2,7,68,3,31.0,Moderate,36.6,Moderate
P3156,7,61,4,16,3.9,6.4,5.9,3.7,6.6,5.7,88.8,94.5,79.5,3.1,3.3,26,4,Junior,0,9.6,10,2,2,7,68,3,42.8,Moderate,42.5,Moderate
P3156,8,44,2,0,2.9,8.0,5.2,3.9,7.0,3.8,91.6,88.2,84.3,2.5,1.2,26,4,Junior,0,9.6,10,2,2,7,68,3,26.1,Low,26.8,Low
P3156,9,54,4,9,3.8,7.1,3.1,3.6,5.2,4.1,93.0,99.0,75.1,5.0,1.0,26,4,Junior,0,9.6,10,2,2,7,68,3,33.5,Moderate,37.5,Moderate
P3156,10,70,2,25,8.8,5.5,6.0,5.8,4.9,5.0,93.5,92.6,86.5,5.2,1.6,26,4,Junior,0,9.6,10,2,2,7,68,3,56.4,High,54.5,Moderate
P3156,11,66,10,21,4.2,5.9,6.6,3.8,6.2,4.8,98.6,90.1,63.2,4.4,2.7,26,4,Junior,0,9.6,10,2,2,7,68,3,44.0,Moderate,56.9,Moderate
P3156,12,35,14,0,2.1,7.0,4.9,5.8,6.9,6.2,90.6,86.4,81.3,5.1,1.3,26,4,Junior,0,9.6,10,2,2,7,68,3,41.2,Moderate,41.3,Moderate
P3157,1,42,3,0,3.2,7.1,4.5,7.2,4.5,6.4,97.8,89.1,91.3,2.5,1.3,48,3,Junior,0,6.5,3,0,1,1,37,0,46.3,Moderate,34.8,Moderate
P3157,2,59,11,14,3.4,6.7,4.4,7.4,4.1,7.4,86.5,86.3,86.5,3.1,3.7,48,3,Junior,0,6.5,3,0,1,1,37,0,46.2,Moderate,47.2,Moderate
P3157,3,50,13,5,1.8,7.3,6.0,4.3,6.0,5.3,86.4,89.0,53.5,1.7,3.5,48,3,Junior,0,6.5,3,0,1,1,37,0,38.5,Moderate,35.9,Moderate
P3157,4,67,8,22,5.7,8.6,5.3,8.1,5.5,6.4,100.0,71.6,72.7,5.3,4.9,48,3,Junior,0,6.5,3,0,1,1,37,0,48.9,Moderate,41.7,Moderate
P3157,5,40,6,0,2.1,6.4,4.7,8.3,5.4,9.1,96.1,80.4,81.7,2.7,4.1,48,3,Junior,0,6.5,3,0,1,1,37,0,50.6,Moderate,40.0,Moderate
P3157,6,36,13,0,1.6,6.8,7.3,4.3,7.5,5.6,88.9,81.5,72.1,3.4,3.3,48,3,Junior,0,6.5,3,0,1,1,37,0,37.9,Moderate,45.6,Moderate
P3157,7,37,11,0,1.0,6.6,6.2,4.3,7.9,6.0,95.5,74.1,90.7,4.7,2.6,48,3,Junior,0,6.5,3,0,1,1,37,0,37.6,Moderate,38.0,Moderate
P3157,8,53,9,8,4.7,5.3,7.6,8.0,5.7,7.8,86.5,82.3,63.4,1.0,3.6,48,3,Junior,0,6.5,3,0,1,1,37,0,62.9,High,54.7,Moderate
P3157,9,37,12,0,1.6,6.8,6.9,5.9,6.9,7.0,95.6,84.7,86.6,4.7,1.0,48,3,Junior,0,6.5,3,0,1,1,37,0,46.3,Moderate,46.0,Moderate
P3157,10,70,5,25,5.1,5.5,5.2,6.5,5.1,6.1,87.0,89.9,81.4,5.9,1.0,48,3,Junior,0,6.5,3,0,1,1,37,0,54.0,Moderate,47.0,Moderate
P3157,11,63,3,18,5.8,7.7,4.4,6.5,4.4,5.4,92.2,87.5,92.3,4.2,2.7,48,3,Junior,0,6.5,3,0,1,1,37,0,45.0,Moderate,38.3,Moderate
P3157,12,44,11,0,2.0,9.0,6.2,7.9,4.6,7.7,96.4,82.6,86.8,3.1,3.9,48,3,Junior,0,6.5,3,0,1,1,37,0,39.0,Moderate,40.0,Moderate
P3158,1,40,12,0,4.6,6.8,3.9,4.7,5.7,3.5,99.7,70.3,78.8,5.3,4.2,44,21,Junior,0,5.2,91,4,6,3,39,2,47.2,Moderate,45.2,Moderate
P3158,2,47,8,2,3.8,6.9,3.3,6.1,4.7,5.0,87.9,87.7,79.8,1.1,1.0,44,21,Junior,0,5.2,91,4,6,3,39,2,48.3,Moderate,49.4,Moderate
P3158,3,44,13,0,2.6,6.2,5.5,9.5,5.0,7.2,94.0,69.3,69.4,2.8,3.8,44,21,Junior,0,5.2,91,4,6,3,39,2,57.6,High,54.1,Moderate
P3158,4,56,10,11,3.7,6.9,4.6,6.4,6.5,5.5,98.5,83.7,82.5,3.6,3.9,44,21,Junior,0,5.2,91,4,6,3,39,2,40.7,Moderate,43.6,Moderate
P3158,5,46,4,1,2.5,7.6,4.3,4.2,6.7,5.3,88.2,85.8,95.8,2.6,2.3,44,21,Junior,0,5.2,91,4,6,3,39,2,38.3,Moderate,35.0,Moderate
P3158,6,66,14,21,4.6,7.8,4.8,5.5,4.5,5.2,90.9,78.7,68.9,3.6,3.3,44,21,Junior,0,5.2,91,4,6,3,39,2,44.3,Moderate,45.8,Moderate
P3158,7,38,12,0,1.0,7.5,4.3,7.7,4.4,5.5,76.1,92.0,64.7,4.9,1.0,44,21,Junior,0,5.2,91,4,6,3,39,2,41.9,Moderate,39.1,Moderate
P3158,8,64,7,19,3.5,6.7,6.3,2.5,6.9,4.0,86.8,65.3,68.4,5.0,5.0,44,21,Junior,0,5.2,91,4,6,3,39,2,43.4,Moderate,46.8,Moderate
P3158,9,51,14,6,3.3,6.7,4.0,4.9,6.1,3.3,92.4,68.4,76.6,1.6,6.1,44,21,Junior,0,5.2,91,4,6,3,39,2,41.3,Moderate,46.3,Moderate
P3158,10,59,7,14,6.0,6.1,6.4,5.5,5.5,4.5,96.5,94.9,85.3,3.6,2.7,44,21,Junior,0,5.2,91,4,6,3,39,2,54.0,Moderate,56.1,Moderate
P3158,11,44,7,0,4.2,7.3,4.1,5.2,6.0,4.8,91.3,77.2,76.3,3.1,4.8,44,21,Junior,0,5.2,91,4,6,3,39,2,41.2,Moderate,38.3,Moderate
P3158,12,35,11,0,1.9,6.1,7.4,3.0,6.9,4.4,91.2,82.9,73.7,1.6,4.9,44,21,Junior,0,5.2,91,4,6,3,39,2,46.7,Moderate,53.6,Moderate
P3159,1,60,6,15,4.7,6.6,5.2,5.3,6.3,4.0,88.3,74.6,83.9,3.3,4.6,25,2,Junior,1,9.1,29,1,5,5,84,1,49.0,Moderate,43.4,Moderate
P3159,2,64,11,19,7.0,5.1,5.2,5.5,5.5,6.3,89.4,59.9,78.9,4.3,5.0,25,2,Junior,1,9.1,29,1,5,5,84,1,61.9,High,64.0,High
P3159,3,58,10,13,4.9,7.4,4.1,7.2,3.6,5.3,93.4,74.2,82.2,2.5,2.9,25,2,Junior,1,9.1,29,1,5,5,84,1,53.4,Moderate,45.1,Moderate
P3159,4,60,11,15,6.1,6.8,6.3,4.2,4.4,5.7,85.7,61.6,74.2,2.5,4.9,25,2,Junior,1,9.1,29,1,5,5,84,1,50.9,Moderate,57.5,Moderate
P3159,5,42,4,0,2.8,6.2,5.1,6.1,5.9,4.4,84.2,67.7,76.6,4.1,3.2,25,2,Junior,1,9.1,29,1,5,5,84,1,48.0,Moderate,39.9,Moderate
P3159,6,39,7,0,3.6,7.5,3.1,4.1,6.6,3.6,83.3,76.2,89.5,2.8,4.1,25,2,Junior,1,9.1,29,1,5,5,84,1,34.6,Moderate,31.2,Moderate
P3159,7,57,6,12,4.0,6.4,6.3,5.3,6.7,5.0,79.8,80.8,82.7,4.8,2.7,25,2,Junior,1,9.1,29,1,5,5,84,1,47.7,Moderate,42.9,Moderate
P3159,8,50,9,5,4.3,8.0,2.7,6.1,3.3,4.3,99.6,86.1,66.2,5.3,1.0,25,2,Junior,1,9.1,29,1,5,5,84,1,41.3,Moderate,34.7,Moderate
P3159,9,67,5,22,6.8,8.0,2.4,4.1,6.5,2.9,85.4,53.6,88.2,4.6,6.8,25,2,Junior,1,9.1,29,1,5,5,84,1,44.3,Moderate,31.7,Moderate
P3159,10,69,5,24,5.5,7.7,3.5,7.6,3.3,7.7,86.5,72.6,73.7,1.7,4.4,25,2,Junior,1,9.1,29,1,5,5,84,1,45.4,Moderate,46.0,Moderate
P3159,11,42,14,0,1.3,5.3,6.7,4.0,6.4,6.2,92.2,83.0,70.1,4.8,2.3,25,2,Junior,1,9.1,29,1,5,5,84,1,49.8,Moderate,55.6,Moderate
P3159,12,46,6,1,1.7,7.5,4.8,3.5,7.1,4.9,86.2,68.9,64.2,3.3,3.6,25,2,Junior,1,9.1,29,1,5,5,84,1,34.7,Moderate,34.6,Moderate
P3160,1,62,4,17,4.7,5.7,6.5,7.5,5.0,7.9,96.2,81.0,78.4,2.8,1.3,38,17,Intermediate,2,11.2,1,2,5,12,85,3,63.0,High,52.4,Moderate
P3160,2,63,6,18,5.7,7.4,5.7,6.4,4.9,6.4,95.0,89.7,68.4,5.3,2.8,38,17,Intermediate,2,11.2,1,2,5,12,85,3,51.2,Moderate,46.7,Moderate
P3160,3,68,5,23,6.2,7.9,2.7,5.8,6.5,6.4,89.8,93.8,85.1,2.8,2.4,38,17,Intermediate,2,11.2,1,2,5,12,85,3,37.1,Moderate,39.4,Moderate
P3160,4,40,14,0,2.4,8.7,5.1,7.9,4.2,7.4,92.3,78.5,97.9,4.4,3.9,38,17,Intermediate,2,11.2,1,2,5,12,85,3,46.3,Moderate,43.4,Moderate
P3160,5,69,6,24,6.0,7.4,6.1,7.5,4.2,7.4,96.8,90.9,51.5,4.8,1.3,38,17,Intermediate,2,11.2,1,2,5,12,85,3,50.6,Moderate,46.8,Moderate
P3160,6,46,6,1,3.4,6.8,6.6,5.5,6.6,6.1,93.6,78.8,78.4,3.4,4.0,38,17,Intermediate,2,11.2,1,2,5,12,85,3,44.2,Moderate,46.5,Moderate
P3160,7,56,4,11,5.1,6.9,5.6,5.9,4.0,4.0,93.9,72.0,85.2,2.0,5.6,38,17,Intermediate,2,11.2,1,2,5,12,85,3,44.5,Moderate,44.0,Moderate
P3160,8,44,11,0,1.7,5.2,5.9,6.0,5.4,5.5,90.0,81.8,75.8,6.8,4.7,38,17,Intermediate,2,11.2,1,2,5,12,85,3,47.1,Moderate,48.4,Moderate
P3160,9,53,11,8,5.3,6.3,3.8,7.1,5.3,5.7,97.4,80.4,79.3,1.5,3.9,38,17,Intermediate,2,11.2,1,2,5,12,85,3,50.4,Moderate,44.2,Moderate
P3160,10,63,3,18,4.7,5.7,6.8,7.9,4.0,7.7,83.6,76.9,85.2,3.5,3.0,38,17,Intermediate,2,11.2,1,2,5,12,85,3,58.0,High,51.0,Moderate
P3160,11,51,4,6,3.7,7.3,6.1,3.8,6.2,3.8,88.6,68.3,63.5,1.3,5.2,38,17,Intermediate,2,11.2,1,2,5,12,85,3,36.1,Moderate,34.7,Moderate
P3160,12,45,10,0,4.4,6.6,6.5,7.4,5.1,7.3,84.6,80.9,87.6,3.2,2.6,38,17,Intermediate,2,11.2,1,2,5,12,85,3,55.5,High,54.8,Moderate
P3161,1,46,12,1,4.0,5.9,6.1,6.1,5.4,6.5,94.6,88.8,74.5,3.9,1.6,25,1,Senior,1,6.1,21,2,2,6,60,4,54.4,Moderate,51.8,Moderate
P3161,2,46,8,1,4.5,7.2,5.5,5.3,4.1,5.7,83.3,83.0,88.0,3.2,3.2,25,1,Senior,1,6.1,21,2,2,6,60,4,49.4,Moderate,48.1,Moderate
P3161,3,46,11,1,3.6,7.9,3.1,5.8,6.0,4.2,86.4,83.2,81.4,1.0,2.0,25,1,Senior,1,6.1,21,2,2,6,60,4,32.1,Moderate,33.8,Moderate
P3161,4,44,12,0,2.5,6.9,5.5,5.7,6.0,5.9,97.3,53.6,76.4,3.4,4.2,25,1,Senior,1,6.1,21,2,2,6,60,4,47.7,Moderate,38.3,Moderate
P3161,5,48,11,3,2.7,5.7,4.4,5.4,6.1,4.8,93.1,64.8,77.1,4.1,5.7,25,1,Senior,1,6.1,21,2,2,6,60,4,42.6,Moderate,42.7,Moderate
P3161,6,64,4,19,6.0,4.8,7.1,8.3,5.2,7.9,88.2,73.7,83.2,2.8,4.0,25,1,Senior,1,6.1,21,2,2,6,60,4,64.5,High,62.1,High
P3161,7,42,2,0,1.2,7.7,4.9,5.4,6.6,3.9,83.3,69.4,82.4,4.1,4.3,25,1,Senior,1,6.1,21,2,2,6,60,4,34.0,Moderate,28.0,Low
P3161,8,36,4,0,1.0,7.3,5.9,4.8,4.6,6.0,85.0,57.1,72.6,3.6,3.2,25,1,Senior,1,6.1,21,2,2,6,60,4,31.1,Moderate,31.6,Moderate
P3161,9,41,8,0,1.7,5.9,6.2,5.9,6.4,6.5,83.1,73.2,80.8,1.0,3.1,25,1,Senior,1,6.1,21,2,2,6,60,4,49.2,Moderate,43.1,Moderate
P3161,10,50,13,5,2.3,9.0,3.5,6.9,5.0,6.0,92.2,64.7,77.2,4.0,4.3,25,1,Senior,1,6.1,21,2,2,6,60,4,38.7,Moderate,31.9,Moderate
P3161,11,38,11,0,1.5,7.1,6.3,6.6,6.0,7.6,90.7,80.9,78.5,3.6,4.1,25,1,Senior,1,6.1,21,2,2,6,60,4,41.6,Moderate,45.0,Moderate
P3161,12,64,12,19,4.6,6.3,6.6,3.7,7.1,3.7,91.1,78.6,72.6,2.8,5.4,25,1,Senior,1,6.1,21,2,2,6,60,4,48.7,Moderate,50.4,Moderate
P3162,1,58,4,13,4.7,7.0,2.9,4.2,7.1,3.5,92.3,99.2,79.2,3.0,1.7,27,3,Junior,0,8.7,52,0,6,7,65,2,36.9,Moderate,38.4,Moderate
P3162,2,61,11,16,5.5,6.4,3.5,6.2,5.8,4.8,88.3,87.1,67.9,2.3,2.8,27,3,Junior,0,8.7,52,0,6,7,65,2,50.0,Moderate,48.9,Moderate
P3162,3,35,9,0,1.7,8.7,1.0,5.1,6.4,4.2,97.0,92.9,91.8,6.6,1.5,27,3,Junior,0,8.7,52,0,6,7,65,2,31.8,Moderate,23.1,Low
P3162,4,56,8,11,5.2,5.8,7.1,6.0,4.7,6.3,86.7,67.5,92.5,2.7,5.2,27,3,Junior,0,8.7,52,0,6,7,65,2,59.1,High,58.3,Moderate
P3162,5,35,6,0,1.0,8.7,1.8,5.1,5.9,4.1,84.1,81.5,91.0,4.8,2.8,27,3,Junior,0,8.7,52,0,6,7,65,2,27.0,Low,24.1,Low
P3162,6,39,12,0,1.3,7.2,2.5,5.5,4.9,4.0,81.4,90.5,75.2,4.6,1.8,27,3,Junior,0,8.7,52,0,6,7,65,2,38.4,Moderate,30.9,Moderate
P3162,7,64,8,19,4.0,7.6,2.2,6.3,4.0,4.1,83.8,97.5,80.6,4.9,1.0,27,3,Junior,0,8.7,52,0,6,7,65,2,38.9,Moderate,33.2,Moderate
P3162,8,46,13,1,4.3,5.9,5.6,3.6,8.6,3.7,97.5,91.7,83.8,2.5,1.9,27,3,Junior,0,8.7,52,0,6,7,65,2,42.0,Moderate,55.0,Moderate
P3162,9,37,3,0,1.7,6.8,5.5,3.2,6.9,2.5,97.6,88.5,82.1,4.9,3.6,27,3,Junior,0,8.7,52,0,6,7,65,2,29.9,Low,34.5,Moderate
P3162,10,47,14,2,3.9,7.8,2.6,2.7,6.2,2.6,90.5,81.6,94.9,1.4,3.6,27,3,Junior,0,8.7,52,0,6,7,65,2,27.5,Low,42.0,Moderate
P3162,11,40,7,0,1.8,7.0,6.3,9.1,4.1,7.3,91.5,88.9,85.9,3.6,4.2,27,3,Junior,0,8.7,52,0,6,7,65,2,51.9,Moderate,52.3,Moderate
P3162,12,65,8,20,6.1,6.8,3.1,3.9,5.9,2.9,98.9,97.3,57.0,2.6,2.8,27,3,Junior,0,8.7,52,0,6,7,65,2,41.1,Moderate,48.2,Moderate
P3163,1,64,6,19,7.0,5.3,5.7,3.9,7.9,5.6,94.7,67.8,70.8,2.4,5.2,24,2,Intermediate,0,10.2,99,3,5,0,70,3,54.7,Moderate,63.9,High
P3163,2,68,3,23,5.5,6.9,4.8,5.1,5.2,6.5,86.8,81.6,73.2,4.7,2.1,24,2,Intermediate,0,10.2,99,3,5,0,70,3,48.6,Moderate,47.8,Moderate
P3163,3,56,3,11,5.6,8.4,1.4,4.4,6.2,3.3,85.1,85.8,82.4,3.5,3.8,24,2,Intermediate,0,10.2,99,3,5,0,70,3,35.4,Moderate,37.4,Moderate
P3163,4,70,4,25,5.7,7.3,2.6,2.5,5.7,1.9,93.9,83.3,88.2,5.1,3.2,24,2,Intermediate,0,10.2,99,3,5,0,70,3,41.6,Moderate,37.7,Moderate
P3163,5,36,5,0,2.7,5.6,4.6,7.0,5.5,7.5,94.7,90.0,88.9,4.7,1.0,24,2,Intermediate,0,10.2,99,3,5,0,70,3,55.5,High,54.3,Moderate
P3163,6,69,6,24,7.2,6.3,4.1,3.5,5.3,3.9,88.9,88.6,91.7,6.6,3.1,24,2,Intermediate,0,10.2,99,3,5,0,70,3,53.3,Moderate,56.4,Moderate
P3163,7,52,11,7,6.2,6.5,6.0,4.9,5.7,4.2,79.5,97.9,76.9,2.7,1.8,24,2,Intermediate,0,10.2,99,3,5,0,70,3,56.0,High,51.6,Moderate
P3163,8,41,9,0,1.7,6.4,3.8,5.2,4.3,4.7,87.9,70.7,91.0,1.1,4.5,24,2,Intermediate,0,10.2,99,3,5,0,70,3,41.0,Moderate,47.8,Moderate
P3163,9,63,12,18,5.5,7.4,3.6,1.0,8.2,2.0,97.3,74.4,73.9,4.0,3.9,24,2,Intermediate,0,10.2,99,3,5,0,70,3,38.7,Moderate,47.1,Moderate
P3163,10,36,4,0,2.1,5.9,4.1,1.2,6.6,1.9,90.9,78.3,91.2,2.0,3.1,24,2,Intermediate,0,10.2,99,3,5,0,70,3,34.2,Moderate,38.8,Moderate
P3163,11,43,13,0,2.6,6.0,4.8,3.8,5.3,3.4,85.8,91.2,75.3,4.1,2.7,24,2,Intermediate,0,10.2,99,3,5,0,70,3,47.0,Moderate,55.4,Moderate
P3163,12,39,4,0,1.5,7.5,5.3,6.0,4.8,5.8,100.0,75.9,77.8,3.7,2.9,24,2,Intermediate,0,10.2,99,3,5,0,70,3,41.6,Moderate,41.2,Moderate
P3164,1,41,10,0,1.4,7.4,4.4,3.4,7.4,4.6,79.5,66.0,81.7,6.7,5.4,35,14,Intermediate,1,8.0,65,2,6,0,89,1,35.2,Moderate,38.3,Moderate
P3164,2,36,8,0,1.0,7.3,5.7,5.0,4.3,5.5,90.0,66.9,67.6,5.7,4.7,35,14,Intermediate,1,8.0,65,2,6,0,89,1,38.3,Moderate,43.0,Moderate
P3164,3,38,5,0,3.9,6.6,4.0,8.5,4.4,7.7,89.2,63.8,85.3,1.1,3.9,35,14,Intermediate,1,8.0,65,2,6,0,89,1,53.8,Moderate,45.9,Moderate
P3164,4,61,5,16,5.8,7.2,5.3,6.4,4.4,6.5,86.3,67.2,70.5,3.3,3.5,35,14,Intermediate,1,8.0,65,2,6,0,89,1,55.7,High,57.3,Moderate
P3164,5,40,8,0,2.6,6.3,7.4,3.1,6.6,5.3,93.5,68.9,63.3,5.3,5.8,35,14,Intermediate,1,8.0,65,2,6,0,89,1,46.7,Moderate,52.0,Moderate
P3164,6,45,9,0,2.3,5.9,5.5,4.5,4.7,5.1,96.9,66.6,80.5,2.5,4.3,35,14,Intermediate,1,8.0,65,2,6,0,89,1,48.3,Moderate,50.5,Moderate
P3164,7,63,9,18,3.5,6.8,4.0,6.1,5.7,4.3,96.0,71.9,84.8,4.3,3.8,35,14,Intermediate,1,8.0,65,2,6,0,89,1,47.3,Moderate,41.5,Moderate
P3164,8,60,11,15,5.4,8.3,5.2,7.4,5.0,7.2,87.5,58.6,72.6,5.9,5.9,35,14,Intermediate,1,8.0,65,2,6,0,89,1,60.1,High,56.2,Moderate
P3164,9,39,11,0,1.0,6.0,6.4,5.7,4.2,4.3,83.3,47.1,96.3,6.5,6.3,35,14,Intermediate,1,8.0,65,2,6,0,89,1,48.3,Moderate,49.1,Moderate
P3164,10,62,10,17,6.8,7.7,4.7,6.9,3.8,8.1,78.4,67.5,72.5,3.3,2.8,35,14,Intermediate,1,8.0,65,2,6,0,89,1,56.7,High,57.2,Moderate
P3164,11,62,6,17,4.0,7.4,5.7,2.4,6.4,2.7,98.7,65.3,87.0,4.1,5.3,35,14,Intermediate,1,8.0,65,2,6,0,89,1,34.4,Moderate,45.1,Moderate
P3164,12,56,11,11,4.3,7.4,4.5,6.4,4.5,6.0,93.6,71.5,77.5,1.9,3.1,35,14,Intermediate,1,8.0,65,2,6,0,89,1,52.1,Moderate,52.4,Moderate
P3165,1,50,11,5,5.5,8.0,3.0,6.8,5.7,4.6,93.5,59.9,83.2,2.5,6.7,27,6,Intermediate,1,17.3,10,1,3,2,70,0,45.6,Moderate,40.2,Moderate
P3165,2,63,10,18,4.2,6.5,2.9,1.6,7.6,1.6,86.2,73.2,69.9,3.8,3.1,27,6,Intermediate,1,17.3,10,1,3,2,70,0,34.1,Moderate,32.1,Moderate
P3165,3,42,2,0,1.0,7.6,2.5,3.9,7.6,2.3,82.4,89.3,73.4,4.2,3.1,27,6,Intermediate,1,17.3,10,1,3,2,70,0,24.2,Low,25.8,Low
P3165,4,38,2,0,2.0,5.4,4.7,4.8,5.4,5.1,84.6,76.9,92.4,3.7,4.6,27,6,Intermediate,1,17.3,10,1,3,2,70,0,45.7,Moderate,37.3,Moderate
P3165,5,66,3,21,7.0,7.5,1.3,5.9,4.9,6.1,94.0,83.9,76.0,6.5,3.0,27,6,Intermediate,1,17.3,10,1,3,2,70,0,41.7,Moderate,36.8,Moderate
P3165,6,39,14,0,1.0,6.7,3.5,5.6,5.0,4.5,90.0,72.9,72.5,1.0,4.1,27,6,Intermediate,1,17.3,10,1,3,2,70,0,43.8,Moderate,43.3,Moderate
P3165,7,55,12,10,3.5,7.1,3.2,2.1,7.3,3.6,79.3,74.0,85.4,3.2,3.2,27,6,Intermediate,1,17.3,10,1,3,2,70,0,31.1,Moderate,33.2,Moderate
P3165,8,54,4,9,3.7,7.6,3.7,3.1,6.5,2.4,88.0,82.2,74.3,2.6,3.6,27,6,Intermediate,1,17.3,10,1,3,2,70,0,34.1,Moderate,25.4,Low
P3165,9,60,14,15,4.7,7.3,2.8,1.8,7.5,2.4,94.6,65.7,97.1,3.7,4.2,27,6,Intermediate,1,17.3,10,1,3,2,70,0,26.1,Low,34.9,Moderate
P3165,10,48,4,3,3.7,7.7,3.7,2.9,7.8,3.2,94.4,62.6,82.7,3.4,4.7,27,6,Intermediate,1,17.3,10,1,3,2,70,0,34.0,Moderate,31.5,Moderate
P3165,11,50,13,5,5.0,6.0,4.2,4.9,4.7,5.0,85.8,75.1,86.9,2.0,5.2,27,6,Intermediate,1,17.3,10,1,3,2,70,0,50.7,Moderate,53.6,Moderate
P3165,12,41,12,0,4.9,8.1,2.7,4.9,6.4,4.1,80.0,73.5,68.8,7.2,4.7,27,6,Intermediate,1,17.3,10,1,3,2,70,0,39.1,Moderate,41.2,Moderate
P3166,1,53,9,8,2.0,5.4,8.1,7.5,3.2,8.2,75.6,100.0,89.2,3.2,4.8,31,1,Intermediate,2,15.4,120,0,2,5,12,2,64.7,High,64.9,High
P3166,2,68,14,23,5.5,7.1,5.9,3.8,3.5,3.0,96.8,83.7,100.0,1.5,3.7,31,1,Intermediate,2,15.4,120,0,2,5,12,2,54.6,Moderate,55.3,Moderate
P3166,3,59,11,14,3.5,6.3,5.6,5.1,6.2,4.9,97.3,100.0,80.3,2.2,1.1,31,1,Intermediate,2,15.4,120,0,2,5,12,2,45.4,Moderate,54.1,Moderate
P3166,4,46,11,1,1.0,6.3,8.9,6.6,6.4,6.7,87.9,84.3,86.2,1.9,1.4,31,1,Intermediate,2,15.4,120,0,2,5,12,2,54.9,Moderate,53.3,Moderate
P3166,5,62,7,17,5.1,7.9,5.8,7.2,5.3,6.7,95.4,100.0,96.0,3.9,1.0,31,1,Intermediate,2,15.4,120,0,2,5,12,2,46.0,Moderate,51.2,Moderate
P3166,6,43,12,0,1.0,6.7,8.0,5.7,4.2,6.7,88.0,98.6,75.0,5.8,2.1,31,1,Intermediate,2,15.4,120,0,2,5,12,2,52.9,Moderate,55.5,Moderate
P3166,7,56,9,11,3.2,6.4,5.0,5.2,7.1,3.8,91.2,93.1,92.6,1.3,3.9,31,1,Intermediate,2,15.4,120,0,2,5,12,2,43.1,Moderate,47.6,Moderate
P3166,8,38,10,0,3.0,7.4,4.9,8.5,4.6,5.1,83.2,100.0,70.0,2.8,1.0,31,1,Intermediate,2,15.4,120,0,2,5,12,2,48.4,Moderate,38.3,Moderate
P3166,9,65,13,20,4.1,8.3,3.1,6.1,5.7,4.6,90.2,100.0,84.3,3.1,1.3,31,1,Intermediate,2,15.4,120,0,2,5,12,2,39.5,Moderate,48.8,Moderate
P3166,10,68,14,23,3.3,6.8,5.7,7.7,5.4,7.1,95.6,91.2,81.0,3.9,2.1,31,1,Intermediate,2,15.4,120,0,2,5,12,2,54.2,Moderate,52.0,Moderate
P3166,11,41,5,0,2.5,7.1,4.9,6.2,6.4,6.0,89.4,100.0,86.9,3.2,1.8,31,1,Intermediate,2,15.4,120,0,2,5,12,2,41.7,Moderate,45.6,Moderate
